[Sensor: Sin Wave 2] { Time: 4:01:34 AM 04 01 34 .000; Data: 0.790435; } 
[Sensor: Sin Wave 2] { Time: 2:44:25 AM 02 44 25 .000; Data: 0.567660; } 
[Sensor: Sin Wave 2] { Time: 2:44:30 AM 02 44 30 .000; Data: 0.950471; } 
[Sensor: Sin Wave 2] { Time: 2:44:35 AM 02 44 35 .000; Data: -0.028435; } 
[Sensor: Sin Wave 2] { Time: 2:44:40 AM 02 44 40 .000; Data: -0.966602; } 
[Sensor: Sin Wave 2] { Time: 2:44:45 AM 02 44 45 .000; Data: -0.519942; } 
[Sensor: Sin Wave 2] { Time: 2:44:50 AM 02 44 50 .000; Data: 0.671627; } 
[Sensor: Sin Wave 2] { Time: 2:44:55 AM 02 44 55 .000; Data: 0.900972; } 
[Sensor: Sin Wave 2] { Time: 2:45:00 AM 02 45 00 .000; Data: -0.160483; } 
[Sensor: Sin Wave 2] { Time: 2:45:05 AM 02 45 05 .000; Data: -0.992018; } 
[Sensor: Sin Wave 2] { Time: 2:45:10 AM 02 45 10 .000; Data: -0.402313; } 
[Sensor: Sin Wave 2] { Time: 2:45:15 AM 02 45 15 .000; Data: 0.763776; } 
[Sensor: Sin Wave 2] { Time: 2:45:20 AM 02 45 20 .000; Data: 0.835622; } 
[Sensor: Sin Wave 2] { Time: 2:45:25 AM 02 45 25 .000; Data: -0.289707; } 
[Sensor: Sin Wave 2] { Time: 2:45:30 AM 02 45 30 .000; Data: -0.999980; } 
[Sensor: Sin Wave 2] { Time: 2:45:35 AM 02 45 35 .000; Data: -0.277606; } 
[Sensor: Sin Wave 2] { Time: 2:45:40 AM 02 45 40 .000; Data: 0.842488; } 
[Sensor: Sin Wave 2] { Time: 2:45:45 AM 02 45 45 .000; Data: 0.755569; } 
[Sensor: Sin Wave 2] { Time: 2:45:50 AM 02 45 50 .000; Data: -0.413835; } 
[Sensor: Sin Wave 2] { Time: 2:45:55 AM 02 45 55 .000; Data: -0.990348; } 
[Sensor: Sin Wave 2] { Time: 2:46:00 AM 02 46 00 .000; Data: -0.148014; } 
[Sensor: Sin Wave 2] { Time: 2:46:05 AM 02 46 05 .000; Data: 0.906376; } 
[Sensor: Sin Wave 2] { Time: 2:46:10 AM 02 46 10 .000; Data: 0.662223; } 
[Sensor: Sin Wave 2] { Time: 2:46:15 AM 02 46 15 .000; Data: -0.530681; } 
[Sensor: Sin Wave 2] { Time: 2:46:20 AM 02 46 20 .000; Data: -0.963291; } 
[Sensor: Sin Wave 2] { Time: 2:46:25 AM 02 46 25 .000; Data: -0.015818; } 
[Sensor: Sin Wave 2] { Time: 2:46:30 AM 02 46 30 .000; Data: 0.954317; } 
[Sensor: Sin Wave 2] { Time: 2:46:35 AM 02 46 35 .000; Data: 0.557225; } 
[Sensor: Sin Wave 2] { Time: 2:46:40 AM 02 46 40 .000; Data: -0.638190; } 
[Sensor: Sin Wave 2] { Time: 2:46:45 AM 02 46 45 .000; Data: -0.919286; } 
[Sensor: Sin Wave 2] { Time: 2:46:50 AM 02 46 50 .000; Data: 0.116657; } 
[Sensor: Sin Wave 2] { Time: 2:46:55 AM 02 46 55 .000; Data: 0.985468; } 
[Sensor: Sin Wave 2] { Time: 2:47:00 AM 02 47 00 .000; Data: 0.442423; } 
[Sensor: Sin Wave 2] { Time: 2:47:05 AM 02 47 05 .000; Data: -0.734470; } 
[Sensor: Sin Wave 2] { Time: 2:47:10 AM 02 47 10 .000; Data: -0.859106; } 
[Sensor: Sin Wave 2] { Time: 2:47:15 AM 02 47 15 .000; Data: 0.247078; } 
[Sensor: Sin Wave 2] { Time: 2:47:20 AM 02 47 20 .000; Data: 0.999280; } 
[Sensor: Sin Wave 2] { Time: 2:47:25 AM 02 47 25 .000; Data: 0.319838; } 
[Sensor: Sin Wave 2] { Time: 2:47:30 AM 02 47 30 .000; Data: -0.817828; } 
[Sensor: Sin Wave 2] { Time: 2:47:35 AM 02 47 35 .000; Data: -0.783812; } 
[Sensor: Sin Wave 2] { Time: 2:47:40 AM 02 47 40 .000; Data: 0.373153; } 
[Sensor: Sin Wave 2] { Time: 2:47:45 AM 02 47 45 .000; Data: 0.995510; } 
[Sensor: Sin Wave 2] { Time: 2:47:50 AM 02 47 50 .000; Data: 0.191624; } 
[Sensor: Sin Wave 2] { Time: 2:47:55 AM 02 47 55 .000; Data: -0.886797; } 
[Sensor: Sin Wave 2] { Time: 2:48:00 AM 02 48 00 .000; Data: -0.694726; } 
[Sensor: Sin Wave 2] { Time: 2:48:05 AM 02 48 05 .000; Data: 0.492662; } 
[Sensor: Sin Wave 2] { Time: 2:48:10 AM 02 48 10 .000; Data: 0.974225; } 
[Sensor: Sin Wave 2] { Time: 2:48:15 AM 02 48 15 .000; Data: 0.060039; } 
[Sensor: Sin Wave 2] { Time: 2:48:20 AM 02 48 20 .000; Data: -0.940163; } 
[Sensor: Sin Wave 2] { Time: 2:48:25 AM 02 48 25 .000; Data: -0.593417; } 
[Sensor: Sin Wave 2] { Time: 2:48:30 AM 02 48 30 .000; Data: 0.603504; } 
[Sensor: Sin Wave 2] { Time: 2:48:35 AM 02 48 35 .000; Data: 0.935799; } 
[Sensor: Sin Wave 2] { Time: 2:48:40 AM 02 48 40 .000; Data: -0.072602; } 
[Sensor: Sin Wave 2] { Time: 2:48:45 AM 02 48 45 .000; Data: -0.976988; } 
[Sensor: Sin Wave 2] { Time: 2:48:50 AM 02 48 50 .000; Data: -0.481667; } 
[Sensor: Sin Wave 2] { Time: 2:48:55 AM 02 48 55 .000; Data: 0.703726; } 
[Sensor: Sin Wave 2] { Time: 2:49:00 AM 02 49 00 .000; Data: 0.880909; } 
[Sensor: Sin Wave 2] { Time: 2:49:05 AM 02 49 05 .000; Data: -0.203966; } 
[Sensor: Sin Wave 2] { Time: 2:49:10 AM 02 49 10 .000; Data: -0.996623; } 
[Sensor: Sin Wave 2] { Time: 2:49:15 AM 02 49 15 .000; Data: -0.361443; } 
[Sensor: Sin Wave 2] { Time: 2:49:20 AM 02 49 20 .000; Data: 0.791568; } 
[Sensor: Sin Wave 2] { Time: 2:49:25 AM 02 49 25 .000; Data: 0.810519; } 
[Sensor: Sin Wave 2] { Time: 2:49:30 AM 02 49 30 .000; Data: -0.331741; } 
[Sensor: Sin Wave 2] { Time: 2:49:35 AM 02 49 35 .000; Data: -0.998723; } 
[Sensor: Sin Wave 2] { Time: 2:49:40 AM 02 49 40 .000; Data: -0.234859; } 
[Sensor: Sin Wave 2] { Time: 2:49:45 AM 02 49 45 .000; Data: 0.865482; } 
[Sensor: Sin Wave 2] { Time: 2:49:50 AM 02 49 50 .000; Data: 0.725868; } 
[Sensor: Sin Wave 2] { Time: 2:49:55 AM 02 49 55 .000; Data: -0.453679; } 
[Sensor: Sin Wave 2] { Time: 2:50:00 AM 02 50 00 .000; Data: -0.983251; } 
[Sensor: Sin Wave 2] { Time: 2:50:05 AM 02 50 05 .000; Data: -0.104143; } 
[Sensor: Sin Wave 2] { Time: 2:50:10 AM 02 50 10 .000; Data: 0.924168; } 
[Sensor: Sin Wave 2] { Time: 2:50:15 AM 02 50 15 .000; Data: 0.628447; } 
[Sensor: Sin Wave 2] { Time: 2:50:20 AM 02 50 20 .000; Data: -0.567635; } 
[Sensor: Sin Wave 2] { Time: 2:50:25 AM 02 50 25 .000; Data: -0.950480; } 
[Sensor: Sin Wave 2] { Time: 2:50:30 AM 02 50 30 .000; Data: 0.028405; } 
[Sensor: Sin Wave 2] { Time: 2:50:35 AM 02 50 35 .000; Data: 0.966595; } 
[Sensor: Sin Wave 2] { Time: 2:50:40 AM 02 50 40 .000; Data: 0.519968; } 
[Sensor: Sin Wave 2] { Time: 2:50:45 AM 02 50 45 .000; Data: -0.671604; } 
[Sensor: Sin Wave 2] { Time: 2:50:50 AM 02 50 50 .000; Data: -0.900985; } 
[Sensor: Sin Wave 2] { Time: 2:50:55 AM 02 50 55 .000; Data: 0.160453; } 
[Sensor: Sin Wave 2] { Time: 2:51:00 AM 02 51 00 .000; Data: 0.992014; } 
[Sensor: Sin Wave 2] { Time: 2:51:05 AM 02 51 05 .000; Data: 0.402341; } 
[Sensor: Sin Wave 2] { Time: 2:51:10 AM 02 51 10 .000; Data: -0.763757; } 
[Sensor: Sin Wave 2] { Time: 2:51:15 AM 02 51 15 .000; Data: -0.835639; } 
[Sensor: Sin Wave 2] { Time: 2:51:20 AM 02 51 20 .000; Data: 0.289679; } 
[Sensor: Sin Wave 2] { Time: 2:51:25 AM 02 51 25 .000; Data: 0.999980; } 
[Sensor: Sin Wave 2] { Time: 2:51:30 AM 02 51 30 .000; Data: 0.277635; } 
[Sensor: Sin Wave 2] { Time: 2:51:35 AM 02 51 35 .000; Data: -0.842471; } 
[Sensor: Sin Wave 2] { Time: 2:51:40 AM 02 51 40 .000; Data: -0.755589; } 
[Sensor: Sin Wave 2] { Time: 2:51:45 AM 02 51 45 .000; Data: 0.413807; } 
[Sensor: Sin Wave 2] { Time: 2:51:50 AM 02 51 50 .000; Data: 0.990352; } 
[Sensor: Sin Wave 2] { Time: 2:51:55 AM 02 51 55 .000; Data: 0.148044; } 
[Sensor: Sin Wave 2] { Time: 2:52:00 AM 02 52 00 .000; Data: -0.906363; } 
[Sensor: Sin Wave 2] { Time: 2:52:05 AM 02 52 05 .000; Data: -0.662246; } 
[Sensor: Sin Wave 2] { Time: 2:52:10 AM 02 52 10 .000; Data: 0.530655; } 
[Sensor: Sin Wave 2] { Time: 2:52:15 AM 02 52 15 .000; Data: 0.963299; } 
[Sensor: Sin Wave 2] { Time: 2:52:20 AM 02 52 20 .000; Data: 0.015848; } 
[Sensor: Sin Wave 2] { Time: 2:52:25 AM 02 52 25 .000; Data: -0.954308; } 
[Sensor: Sin Wave 2] { Time: 2:52:30 AM 02 52 30 .000; Data: -0.557250; } 
[Sensor: Sin Wave 2] { Time: 2:52:35 AM 02 52 35 .000; Data: 0.638167; } 
[Sensor: Sin Wave 2] { Time: 2:52:40 AM 02 52 40 .000; Data: 0.919298; } 
[Sensor: Sin Wave 2] { Time: 2:52:45 AM 02 52 45 .000; Data: -0.116627; } 
[Sensor: Sin Wave 2] { Time: 2:52:50 AM 02 52 50 .000; Data: -0.985463; } 
[Sensor: Sin Wave 2] { Time: 2:52:55 AM 02 52 55 .000; Data: -0.442450; } 
[Sensor: Sin Wave 2] { Time: 2:53:00 AM 02 53 00 .000; Data: 0.734450; } 
[Sensor: Sin Wave 2] { Time: 2:53:05 AM 02 53 05 .000; Data: 0.859122; } 
[Sensor: Sin Wave 2] { Time: 2:53:10 AM 02 53 10 .000; Data: -0.247049; } 
[Sensor: Sin Wave 2] { Time: 2:53:15 AM 02 53 15 .000; Data: -0.999279; } 
[Sensor: Sin Wave 2] { Time: 2:53:20 AM 02 53 20 .000; Data: -0.319866; } 
[Sensor: Sin Wave 2] { Time: 2:53:25 AM 02 53 25 .000; Data: 0.817811; } 
[Sensor: Sin Wave 2] { Time: 2:53:30 AM 02 53 30 .000; Data: 0.783830; } 
[Sensor: Sin Wave 2] { Time: 2:53:35 AM 02 53 35 .000; Data: -0.373125; } 
[Sensor: Sin Wave 2] { Time: 2:53:40 AM 02 53 40 .000; Data: -0.995513; } 
[Sensor: Sin Wave 2] { Time: 2:53:45 AM 02 53 45 .000; Data: -0.191654; } 
[Sensor: Sin Wave 2] { Time: 2:53:50 AM 02 53 50 .000; Data: 0.886783; } 
[Sensor: Sin Wave 2] { Time: 2:53:55 AM 02 53 55 .000; Data: 0.694748; } 
[Sensor: Sin Wave 2] { Time: 2:54:00 AM 02 54 00 .000; Data: -0.492636; } 
[Sensor: Sin Wave 2] { Time: 2:54:05 AM 02 54 05 .000; Data: -0.974232; } 
[Sensor: Sin Wave 2] { Time: 2:54:10 AM 02 54 10 .000; Data: -0.060069; } 
[Sensor: Sin Wave 2] { Time: 2:54:15 AM 02 54 15 .000; Data: 0.940153; } 
[Sensor: Sin Wave 2] { Time: 2:54:20 AM 02 54 20 .000; Data: 0.593441; } 
[Sensor: Sin Wave 2] { Time: 2:54:25 AM 02 54 25 .000; Data: -0.603479; } 
[Sensor: Sin Wave 2] { Time: 2:54:30 AM 02 54 30 .000; Data: -0.935810; } 
[Sensor: Sin Wave 2] { Time: 2:54:35 AM 02 54 35 .000; Data: 0.072572; } 
[Sensor: Sin Wave 2] { Time: 2:54:40 AM 02 54 40 .000; Data: 0.976982; } 
[Sensor: Sin Wave 2] { Time: 2:54:45 AM 02 54 45 .000; Data: 0.481694; } 
[Sensor: Sin Wave 2] { Time: 2:54:50 AM 02 54 50 .000; Data: -0.703705; } 
[Sensor: Sin Wave 2] { Time: 2:54:55 AM 02 54 55 .000; Data: -0.880923; } 
[Sensor: Sin Wave 2] { Time: 2:55:00 AM 02 55 00 .000; Data: 0.203936; } 
[Sensor: Sin Wave 2] { Time: 2:55:05 AM 02 55 05 .000; Data: 0.996621; } 
[Sensor: Sin Wave 2] { Time: 2:55:10 AM 02 55 10 .000; Data: 0.361471; } 
[Sensor: Sin Wave 2] { Time: 2:55:15 AM 02 55 15 .000; Data: -0.791549; } 
[Sensor: Sin Wave 2] { Time: 2:55:20 AM 02 55 20 .000; Data: -0.810536; } 
[Sensor: Sin Wave 2] { Time: 2:55:25 AM 02 55 25 .000; Data: 0.331712; } 
[Sensor: Sin Wave 2] { Time: 2:55:30 AM 02 55 30 .000; Data: 0.998725; } 
[Sensor: Sin Wave 2] { Time: 2:55:35 AM 02 55 35 .000; Data: 0.234889; } 
[Sensor: Sin Wave 2] { Time: 2:55:40 AM 02 55 40 .000; Data: -0.865467; } 
[Sensor: Sin Wave 2] { Time: 2:55:45 AM 02 55 45 .000; Data: -0.725889; } 
[Sensor: Sin Wave 2] { Time: 2:55:50 AM 02 55 50 .000; Data: 0.453652; } 
[Sensor: Sin Wave 2] { Time: 2:55:55 AM 02 55 55 .000; Data: 0.983257; } 
[Sensor: Sin Wave 2] { Time: 2:56:00 AM 02 56 00 .000; Data: 0.104173; } 
[Sensor: Sin Wave 2] { Time: 2:56:05 AM 02 56 05 .000; Data: -0.924157; } 
[Sensor: Sin Wave 2] { Time: 2:56:10 AM 02 56 10 .000; Data: -0.628470; } 
[Sensor: Sin Wave 2] { Time: 2:56:15 AM 02 56 15 .000; Data: 0.567610; } 
[Sensor: Sin Wave 2] { Time: 2:56:20 AM 02 56 20 .000; Data: 0.950489; } 
[Sensor: Sin Wave 2] { Time: 2:56:25 AM 02 56 25 .000; Data: -0.028375; } 
[Sensor: Sin Wave 2] { Time: 2:56:30 AM 02 56 30 .000; Data: -0.966587; } 
[Sensor: Sin Wave 2] { Time: 2:56:35 AM 02 56 35 .000; Data: -0.519994; } 
[Sensor: Sin Wave 2] { Time: 2:56:40 AM 02 56 40 .000; Data: 0.671582; } 
[Sensor: Sin Wave 2] { Time: 2:56:45 AM 02 56 45 .000; Data: 0.900998; } 
[Sensor: Sin Wave 2] { Time: 2:56:50 AM 02 56 50 .000; Data: -0.160423; } 
[Sensor: Sin Wave 2] { Time: 2:56:55 AM 02 56 55 .000; Data: -0.992011; } 
[Sensor: Sin Wave 2] { Time: 2:57:00 AM 02 57 00 .000; Data: -0.402368; } 
[Sensor: Sin Wave 2] { Time: 2:57:05 AM 02 57 05 .000; Data: 0.763737; } 
[Sensor: Sin Wave 2] { Time: 2:57:10 AM 02 57 10 .000; Data: 0.835655; } 
[Sensor: Sin Wave 2] { Time: 2:57:15 AM 02 57 15 .000; Data: -0.289650; } 
[Sensor: Sin Wave 2] { Time: 2:57:20 AM 02 57 20 .000; Data: -0.999980; } 
[Sensor: Sin Wave 2] { Time: 2:57:25 AM 02 57 25 .000; Data: -0.277664; } 
[Sensor: Sin Wave 2] { Time: 2:57:30 AM 02 57 30 .000; Data: 0.842455; } 
[Sensor: Sin Wave 2] { Time: 2:57:35 AM 02 57 35 .000; Data: 0.755609; } 
[Sensor: Sin Wave 2] { Time: 2:57:40 AM 02 57 40 .000; Data: -0.413780; } 
[Sensor: Sin Wave 2] { Time: 2:57:45 AM 02 57 45 .000; Data: -0.990356; } 
[Sensor: Sin Wave 2] { Time: 2:57:50 AM 02 57 50 .000; Data: -0.148073; } 
[Sensor: Sin Wave 2] { Time: 2:57:55 AM 02 57 55 .000; Data: 0.906351; } 
[Sensor: Sin Wave 2] { Time: 2:58:00 AM 02 58 00 .000; Data: 0.662268; } 
[Sensor: Sin Wave 2] { Time: 2:58:05 AM 02 58 05 .000; Data: -0.530630; } 
[Sensor: Sin Wave 2] { Time: 2:58:10 AM 02 58 10 .000; Data: -0.963307; } 
[Sensor: Sin Wave 2] { Time: 2:58:15 AM 02 58 15 .000; Data: -0.015878; } 
[Sensor: Sin Wave 2] { Time: 2:58:20 AM 02 58 20 .000; Data: 0.954299; } 
[Sensor: Sin Wave 2] { Time: 2:58:25 AM 02 58 25 .000; Data: 0.557275; } 
[Sensor: Sin Wave 2] { Time: 2:58:30 AM 02 58 30 .000; Data: -0.638144; } 
[Sensor: Sin Wave 2] { Time: 2:58:35 AM 02 58 35 .000; Data: -0.919310; } 
[Sensor: Sin Wave 2] { Time: 2:58:40 AM 02 58 40 .000; Data: 0.116597; } 
[Sensor: Sin Wave 2] { Time: 2:58:45 AM 02 58 45 .000; Data: 0.985458; } 
[Sensor: Sin Wave 2] { Time: 2:58:50 AM 02 58 50 .000; Data: 0.442478; } 
[Sensor: Sin Wave 2] { Time: 2:58:55 AM 02 58 55 .000; Data: -0.734430; } 
[Sensor: Sin Wave 2] { Time: 2:59:00 AM 02 59 00 .000; Data: -0.859137; } 
[Sensor: Sin Wave 2] { Time: 2:59:05 AM 02 59 05 .000; Data: 0.247020; } 
[Sensor: Sin Wave 2] { Time: 2:59:10 AM 02 59 10 .000; Data: 0.999278; } 
[Sensor: Sin Wave 2] { Time: 2:59:15 AM 02 59 15 .000; Data: 0.319895; } 
[Sensor: Sin Wave 2] { Time: 2:59:20 AM 02 59 20 .000; Data: -0.817794; } 
[Sensor: Sin Wave 2] { Time: 2:59:25 AM 02 59 25 .000; Data: -0.783849; } 
[Sensor: Sin Wave 2] { Time: 2:59:30 AM 02 59 30 .000; Data: 0.373097; } 
[Sensor: Sin Wave 2] { Time: 2:59:35 AM 02 59 35 .000; Data: 0.995516; } 
[Sensor: Sin Wave 2] { Time: 2:59:40 AM 02 59 40 .000; Data: 0.191683; } 
[Sensor: Sin Wave 2] { Time: 2:59:45 AM 02 59 45 .000; Data: -0.886769; } 
[Sensor: Sin Wave 2] { Time: 2:59:50 AM 02 59 50 .000; Data: -0.694769; } 
[Sensor: Sin Wave 2] { Time: 2:59:55 AM 02 59 55 .000; Data: 0.492610; } 
[Sensor: Sin Wave 2] { Time: 3:00:00 AM 03 00 00 .000; Data: 0.974239; } 
[Sensor: Sin Wave 2] { Time: 3:00:05 AM 03 00 05 .000; Data: 0.060100; } 
[Sensor: Sin Wave 2] { Time: 3:00:10 AM 03 00 10 .000; Data: -0.940143; } 
[Sensor: Sin Wave 2] { Time: 3:00:15 AM 03 00 15 .000; Data: -0.593466; } 
[Sensor: Sin Wave 2] { Time: 3:00:20 AM 03 00 20 .000; Data: 0.603455; } 
[Sensor: Sin Wave 2] { Time: 3:00:25 AM 03 00 25 .000; Data: 0.935821; } 
[Sensor: Sin Wave 2] { Time: 3:00:30 AM 03 00 30 .000; Data: -0.072542; } 
[Sensor: Sin Wave 2] { Time: 3:00:35 AM 03 00 35 .000; Data: -0.976975; } 
[Sensor: Sin Wave 2] { Time: 3:00:40 AM 03 00 40 .000; Data: -0.481720; } 
[Sensor: Sin Wave 2] { Time: 3:00:45 AM 03 00 45 .000; Data: 0.703684; } 
[Sensor: Sin Wave 2] { Time: 3:00:50 AM 03 00 50 .000; Data: 0.880937; } 
[Sensor: Sin Wave 2] { Time: 3:00:55 AM 03 00 55 .000; Data: -0.203907; } 
[Sensor: Sin Wave 2] { Time: 3:01:00 AM 03 01 00 .000; Data: -0.996618; } 
[Sensor: Sin Wave 2] { Time: 3:01:05 AM 03 01 05 .000; Data: -0.361499; } 
[Sensor: Sin Wave 2] { Time: 3:01:10 AM 03 01 10 .000; Data: 0.791531; } 
[Sensor: Sin Wave 2] { Time: 3:01:15 AM 03 01 15 .000; Data: 0.810554; } 
[Sensor: Sin Wave 2] { Time: 3:01:20 AM 03 01 20 .000; Data: -0.331684; } 
[Sensor: Sin Wave 2] { Time: 3:01:25 AM 03 01 25 .000; Data: -0.998726; } 
[Sensor: Sin Wave 2] { Time: 3:01:30 AM 03 01 30 .000; Data: -0.234918; } 
[Sensor: Sin Wave 2] { Time: 3:01:35 AM 03 01 35 .000; Data: 0.865452; } 
[Sensor: Sin Wave 2] { Time: 3:01:40 AM 03 01 40 .000; Data: 0.725910; } 
[Sensor: Sin Wave 2] { Time: 3:01:45 AM 03 01 45 .000; Data: -0.453625; } 
[Sensor: Sin Wave 2] { Time: 3:01:50 AM 03 01 50 .000; Data: -0.983262; } 
[Sensor: Sin Wave 2] { Time: 3:01:55 AM 03 01 55 .000; Data: -0.104203; } 
[Sensor: Sin Wave 2] { Time: 3:02:00 AM 03 02 00 .000; Data: 0.924145; } 
[Sensor: Sin Wave 2] { Time: 3:02:05 AM 03 02 05 .000; Data: 0.628494; } 
[Sensor: Sin Wave 2] { Time: 3:02:10 AM 03 02 10 .000; Data: -0.567586; } 
[Sensor: Sin Wave 2] { Time: 3:02:15 AM 03 02 15 .000; Data: -0.950499; } 
[Sensor: Sin Wave 2] { Time: 3:02:20 AM 03 02 20 .000; Data: 0.028344; } 
[Sensor: Sin Wave 2] { Time: 3:02:25 AM 03 02 25 .000; Data: 0.966579; } 
[Sensor: Sin Wave 2] { Time: 3:02:30 AM 03 02 30 .000; Data: 0.520019; } 
[Sensor: Sin Wave 2] { Time: 3:02:35 AM 03 02 35 .000; Data: -0.671560; } 
[Sensor: Sin Wave 2] { Time: 3:02:40 AM 03 02 40 .000; Data: -0.901012; } 
[Sensor: Sin Wave 2] { Time: 3:02:45 AM 03 02 45 .000; Data: 0.160394; } 
[Sensor: Sin Wave 2] { Time: 3:02:51 AM 03 02 51 .000; Data: 0.429803; } 
[Sensor: Sin Wave 2] { Time: 3:02:55 AM 03 02 55 .000; Data: 0.402396; } 
[Sensor: Sin Wave 2] { Time: 3:03:00 AM 03 03 00 .000; Data: -0.763718; } 
[Sensor: Sin Wave 2] { Time: 3:03:05 AM 03 03 05 .000; Data: -0.835672; } 
[Sensor: Sin Wave 2] { Time: 3:03:10 AM 03 03 10 .000; Data: 0.289621; } 
[Sensor: Sin Wave 2] { Time: 3:03:15 AM 03 03 15 .000; Data: 0.999981; } 
[Sensor: Sin Wave 2] { Time: 3:03:20 AM 03 03 20 .000; Data: 0.277692; } 
[Sensor: Sin Wave 2] { Time: 3:03:25 AM 03 03 25 .000; Data: -0.842439; } 
[Sensor: Sin Wave 2] { Time: 3:03:30 AM 03 03 30 .000; Data: -0.755629; } 
[Sensor: Sin Wave 2] { Time: 3:03:35 AM 03 03 35 .000; Data: 0.413752; } 
[Sensor: Sin Wave 2] { Time: 3:03:40 AM 03 03 40 .000; Data: 0.990360; } 
[Sensor: Sin Wave 2] { Time: 3:03:45 AM 03 03 45 .000; Data: 0.148103; } 
[Sensor: Sin Wave 2] { Time: 3:03:50 AM 03 03 50 .000; Data: -0.906338; } 
[Sensor: Sin Wave 2] { Time: 3:03:55 AM 03 03 55 .000; Data: -0.662291; } 
[Sensor: Sin Wave 2] { Time: 3:04:00 AM 03 04 00 .000; Data: 0.530604; } 
[Sensor: Sin Wave 2] { Time: 3:04:05 AM 03 04 05 .000; Data: 0.963315; } 
[Sensor: Sin Wave 2] { Time: 3:04:10 AM 03 04 10 .000; Data: 0.015908; } 
[Sensor: Sin Wave 2] { Time: 3:04:15 AM 03 04 15 .000; Data: -0.954290; } 
[Sensor: Sin Wave 2] { Time: 3:04:20 AM 03 04 20 .000; Data: -0.557300; } 
[Sensor: Sin Wave 2] { Time: 3:04:25 AM 03 04 25 .000; Data: 0.638120; } 
[Sensor: Sin Wave 2] { Time: 3:04:30 AM 03 04 30 .000; Data: 0.919322; } 
[Sensor: Sin Wave 2] { Time: 3:04:35 AM 03 04 35 .000; Data: -0.116567; } 
[Sensor: Sin Wave 2] { Time: 3:04:40 AM 03 04 40 .000; Data: -0.985453; } 
[Sensor: Sin Wave 2] { Time: 3:04:45 AM 03 04 45 .000; Data: -0.442505; } 
[Sensor: Sin Wave 2] { Time: 3:04:50 AM 03 04 50 .000; Data: 0.734409; } 
[Sensor: Sin Wave 2] { Time: 3:04:55 AM 03 04 55 .000; Data: 0.859153; } 
[Sensor: Sin Wave 2] { Time: 3:05:00 AM 03 05 00 .000; Data: -0.246991; } 
[Sensor: Sin Wave 2] { Time: 3:05:05 AM 03 05 05 .000; Data: -0.999277; } 
[Sensor: Sin Wave 2] { Time: 3:05:10 AM 03 05 10 .000; Data: -0.319923; } 
[Sensor: Sin Wave 2] { Time: 3:05:15 AM 03 05 15 .000; Data: 0.817776; } 
[Sensor: Sin Wave 2] { Time: 3:05:20 AM 03 05 20 .000; Data: 0.783868; } 
[Sensor: Sin Wave 2] { Time: 3:05:25 AM 03 05 25 .000; Data: -0.373069; } 
[Sensor: Sin Wave 2] { Time: 3:05:30 AM 03 05 30 .000; Data: -0.995519; } 
[Sensor: Sin Wave 2] { Time: 3:05:35 AM 03 05 35 .000; Data: -0.191713; } 
[Sensor: Sin Wave 2] { Time: 3:05:40 AM 03 05 40 .000; Data: 0.886756; } 
[Sensor: Sin Wave 2] { Time: 3:05:45 AM 03 05 45 .000; Data: 0.694791; } 
[Sensor: Sin Wave 2] { Time: 3:05:50 AM 03 05 50 .000; Data: -0.492584; } 
[Sensor: Sin Wave 2] { Time: 3:05:55 AM 03 05 55 .000; Data: -0.974246; } 
[Sensor: Sin Wave 2] { Time: 3:06:00 AM 03 06 00 .000; Data: -0.060130; } 
[Sensor: Sin Wave 2] { Time: 3:06:05 AM 03 06 05 .000; Data: 0.940133; } 
[Sensor: Sin Wave 2] { Time: 3:06:10 AM 03 06 10 .000; Data: 0.593490; } 
[Sensor: Sin Wave 2] { Time: 3:06:15 AM 03 06 15 .000; Data: -0.603431; } 
[Sensor: Sin Wave 2] { Time: 3:06:20 AM 03 06 20 .000; Data: -0.935831; } 
[Sensor: Sin Wave 2] { Time: 3:06:25 AM 03 06 25 .000; Data: 0.072512; } 
[Sensor: Sin Wave 2] { Time: 3:06:30 AM 03 06 30 .000; Data: 0.976969; } 
[Sensor: Sin Wave 2] { Time: 3:06:35 AM 03 06 35 .000; Data: 0.481747; } 
[Sensor: Sin Wave 2] { Time: 3:06:40 AM 03 06 40 .000; Data: -0.703662; } 
[Sensor: Sin Wave 2] { Time: 3:06:45 AM 03 06 45 .000; Data: -0.880951; } 
[Sensor: Sin Wave 2] { Time: 3:06:50 AM 03 06 50 .000; Data: 0.203877; } 
[Sensor: Sin Wave 2] { Time: 3:06:55 AM 03 06 55 .000; Data: 0.996616; } 
[Sensor: Sin Wave 2] { Time: 3:07:00 AM 03 07 00 .000; Data: 0.361527; } 
[Sensor: Sin Wave 2] { Time: 3:07:05 AM 03 07 05 .000; Data: -0.791512; } 
[Sensor: Sin Wave 2] { Time: 3:07:10 AM 03 07 10 .000; Data: -0.810572; } 
[Sensor: Sin Wave 2] { Time: 3:07:15 AM 03 07 15 .000; Data: 0.331655; } 
[Sensor: Sin Wave 2] { Time: 3:07:20 AM 03 07 20 .000; Data: 0.998728; } 
[Sensor: Sin Wave 2] { Time: 3:07:25 AM 03 07 25 .000; Data: 0.234947; } 
[Sensor: Sin Wave 2] { Time: 3:07:30 AM 03 07 30 .000; Data: -0.865437; } 
[Sensor: Sin Wave 2] { Time: 3:07:35 AM 03 07 35 .000; Data: -0.725930; } 
